"income","age","education","petition_signed","g"
4,66,3,0,0.0650453757261866
10,46,6,0,0.329870991223619
6,50,5,0,0.184852987038019
4,29,3,0,0.10724899218626
4,68,4,0,0.0908463273557564
8,31,7,1,0.435877257144587
8,43,5,0,0.228241530986027
7,73,7,1,0.27706136690734
9,62,4,0,0.140725562528467
2,30,5,0,0.180506252505828
3,25,5,0,0.204564646085908
1,80,1,0,0.0198677874335891
3,24,3,0,0.106554096551436
9,31,6,0,0.361603872021997
9,50,6,0,0.299659318895199
8,49,5,1,0.213014488463097
1,32,1,0,0.0395465020055053
8,20,5,1,0.293446987381575
8,43,5,0,0.228241530986027
6,24,6,0,0.329962462353085
5,30,5,0,0.219320598984808
1,23,6,1,0.249912931072684
2,33,5,0,0.174046989394588
1,36,5,0,0.156751373276714
4,71,7,0,0.236340363109471
6,20,5,0,0.260977247828476
9,50,6,0,0.299659318895199
6,52,6,0,0.245688762838565
2,59,2,0,0.0424579057941707
3,70,3,0,0.0570241957290841
8,32,6,0,0.339780955320929
6,51,3,0,0.0926446829662156
6,53,6,1,0.242962945071428
11,51,5,0,0.251037654037329
11,44,7,0,0.448545697200457
1,60,5,0,0.115379644145258
9,42,6,1,0.325016834902368
6,68,7,0,0.275605877690814
6,46,3,0,0.0990393919113652
5,30,5,1,0.219320598984808
5,52,6,0,0.230970977924834
9,62,7,1,0.346493153776538
6,34,7,0,0.385943339940343
9,66,3,0,0.0944965916886317
2,29,5,1,0.18270047011572
5,41,3,0,0.0983918261067186
8,78,7,1,0.278521587258563
9,67,3,0,0.0932408437286987
10,18,3,1,0.186916670014944
4,62,3,0,0.068730354073243
8,65,5,0,0.176089506801129
4,33,3,0,0.101724420183518
5,57,6,0,0.218120097217183
5,40,2,0,0.0696515557762807
6,38,6,0,0.285968139358876
8,67,1,0,0.0415277265960427
10,53,6,0,0.307440033720858
5,54,6,0,0.225767917290134
9,22,5,0,0.304251921867823
2,21,3,0,0.103100563416968
8,41,6,0,0.310636743541919
4,56,6,0,0.207018994418899
9,22,5,0,0.304251921867823
10,62,6,1,0.279893807205022
2,40,1,0,0.0381643739305239
4,25,3,0,0.113035843919237
1,28,2,0,0.060695065203349
8,29,5,0,0.266671757001017
2,68,3,0,0.0543136900219132
6,57,5,0,0.169784713265154
8,32,2,0,0.0970314233702677
2,40,2,0,0.0554437883097568
4,70,3,0,0.0615449106779245
5,54,6,0,0.225767917290134
5,20,3,1,0.129522896351558
10,73,7,1,0.328319854905665
10,28,2,0,0.118219126325981
12,59,7,1,0.414132576724965
7,59,3,0,0.0895798860770025
9,61,5,0,0.197353572887937
6,45,5,1,0.196235800294089
6,25,7,1,0.41787010352233
9,34,6,1,0.351443341622214
2,76,6,0,0.141795354214034
2,21,4,1,0.145338087993302
2,60,4,0,0.087270338096901
2,26,2,0,0.0673169622594587
2,32,3,0,0.0890216110161812
6,44,5,0,0.198574892716485
4,31,6,0,0.274104776745068
8,26,6,1,0.359925370313359
4,33,5,0,0.198607818437826
3,39,4,0,0.123868739293752
8,59,6,0,0.256757283143976
2,68,3,0,0.0543136900219132
9,61,7,1,0.349843723153734
7,44,7,0,0.370298398081076
9,19,5,0,0.313708043606075
3,51,5,0,0.149076486383582
9,36,6,0,0.344742994499126
4,25,4,0,0.158623735442248
1,24,3,0,0.0920692392166667
1,58,1,0,0.0272841641107039
6,64,3,1,0.077723231236637
5,41,5,0,0.192782410916698
6,48,3,0,0.0964356534324009
1,38,2,0,0.0528041968349245
3,55,3,0,0.0701681746946397
1,24,5,1,0.181616156743961
6,65,6,1,0.211873681742306
1,23,3,0,0.0933108319983954
3,25,7,1,0.360126682245359
8,27,6,0,0.356531194417666
2,68,5,0,0.111655297755609
2,35,3,0,0.085494516087265
2,71,5,0,0.107337103226014
4,24,3,1,0.11452451557647
2,61,7,1,0.23372318023866
7,40,6,0,0.296613301198507
5,62,5,0,0.149050244858031
9,68,7,1,0.326716782870995
4,33,5,1,0.198607818437826
9,36,6,1,0.344742994499126
4,58,3,0,0.0726078830070965
2,68,3,0,0.0543136900219132
7,42,6,0,0.29049008773446
8,33,6,0,0.336476883508825
5,74,6,0,0.178339406669101
2,33,2,0,0.0611113461719061
12,52,6,0,0.346342172678466
2,18,2,1,0.0751223551979606
6,77,5,0,0.132110170880184
3,21,5,0,0.214341685272758
3,40,3,0,0.0860653010301632
5,18,2,0,0.0938717043125198
5,50,5,0,0.172943972304911
3,58,3,0,0.0673328536390155
5,67,5,0,0.139927974387234
9,59,7,0,0.356589256987568
1,26,7,0,0.320435240952436
3,38,5,0,0.175095780809277
9,20,5,0,0.310538255619331
9,65,5,0,0.188165844725351
4,35,7,1,0.344940390944222
6,69,7,0,0.272668123300108
6,37,3,0,0.111543581102565
9,32,6,0,0.358202725611594
6,32,5,0,0.22827797459917
4,42,6,0,0.243000999149963
6,53,2,0,0.0628032961885749
1,32,7,1,0.301460071624165
5,60,5,0,0.152834278590235
4,43,5,0,0.176149544307482
4,27,6,0,0.286010384367749
5,29,6,1,0.296656465426982
2,20,5,0,0.203382861485914
4,25,3,0,0.113035843919237
1,57,7,0,0.229798694738701
8,42,5,0,0.230852552630777
2,54,2,0,0.0455624693661981
2,52,4,0,0.0971483384922648
9,49,7,0,0.391130821069067
9,36,3,0,0.139792421034255
5,61,7,1,0.280069942605579
5,53,3,0,0.0837550587978393
4,23,5,0,0.223153840354462
10,45,6,0,0.333142764421692
10,51,7,0,0.403478591364423
5,62,3,0,0.0741061680652698
5,61,7,0,0.280069942605579
9,42,6,0,0.325016834902368
1,38,3,0,0.0761869477868913
3,44,2,0,0.056609507309495
4,39,3,0,0.0939108357116315
1,24,5,0,0.181616156743961
9,50,7,0,0.387620579425509
7,21,5,1,0.273972114494385
1,33,3,0,0.0815477727417036
1,18,2,0,0.0696783724384624
